ref_idx,source_type,text,theme,main_class,subgroup_code,kuusi_id
4619,example,Poured water won't stay in the well trl. Finnish,M,M9,M9c,M9c-10
4620,example,Poured water won't stay in the well,M,M9,M9c,M9c-10
4621,example,He that washes an ass's head shall lose both lye and his labour,M,M9,M9c,M9c-14
4622,example,Wasser schöpft man nicht mit einem Sieb,M,M9,M9c,M9c-14
4623,example,"Quien no oye consejo, no llega a viejo",M,M9,M9c,M9c-14
4624,example,Das Amt lehret den Mann,M,M9,M9d,M9d-10
4625,example,La sagesse vient avec les emplois,M,M9,M9d,M9d-10
4626,example,None is born a master,M,M9,M9d,M9d-13
4627,example,Es wird keiner als Meister geboren,M,M9,M9d,M9d-13
4628,example,Nemo magister natus (Latin),M,M9,M9d,M9d-13
4629,example,Nadie nace maestro,M,M9,M9d,M9d-13
4630,example,A barber learns to shave by shaving fools,M,M9,M9d,M9d-14
4631,example,Am Bart des Narren lernt man scheren,M,M9,M9d,M9d-14
4632,example,la barba de necio aprenden todos a rapar,M,M9,M9d,M9d-14
4633,example,"Learn weeping, and thou shalt laugh gaining",M,M9,M9d,M9d-17
4634,example,"Die Wurzel des Lernens ist bitter, die Frucht süß",M,M9,M9d,M9d-17
4635,example,Radix studiorum amara (Latin),M,M9,M9d,M9d-17
4636,example,Aprende llorando y reirás ganando,M,M9,M9d,M9d-17
4637,example,Nurture surpasses nature,M,M9,M9d,M9d-17b
4638,example,"Geburt ist etwas, Bildung mehr",M,M9,M9d,M9d-17b
4639,example,Nutritura passa natura,M,M9,M9d,M9d-17b
4640,example,Every man has his forte,M,M9,M9d,M9d-20
4641,example,A young trooper should have an old horse,M,M9,M9d,M9d-26
4642,example,Ein junges Pherd braucht einen alten Reiter,M,M9,M9d,M9d-26
4643,example,"A barco nuevo, capitán viejo",M,M9,M9d,M9d-26
4644,example,Practice makes perfect,M,M9,M9d,M9d-27
4645,example,Experience is the best teacher,M,M9,M9d,M9d-27
4646,example,Übung macht den meister,M,M9,M9d,M9d-27
4647,example,"Singe, so lernst du singen",M,M9,M9d,M9d-27
4648,example,Experientia docet (Latin),M,M9,M9d,M9d-27
4649,example,Repetition is the mother of studies,M,M9,M9d,M9d-32
4650,example,Wiederholung ist die Mutter des Wissens,M,M9,M9d,M9d-32
4651,example,Repetito est mater studiorum sapentiae,M,M9,M9d,M9d-32
4652,example,La répétition est l'âme de l'assignement,M,M9,M9d,M9d-32
4653,example,"If a man cheats me once, shame on him; if he cheats me twice, shame on me",M,M9,M9e,M9e-10
4654,example,A burned child dreads the fire,M,M9,M9e,M9e-13
4655,example,Das gebrannte Kind fürchtet das Feuer,M,M9,M9e,M9e-13
4656,example,"Quae nocent, docent (Latin)",M,M9,M9e,M9e-13
4657,example,enfant échaudé craint le feu,M,M9,M9e,M9e-13
4658,example,"Once bitten, twice shy",M,M9,M9e,M9e-14
4659,example,"Once bitten, twice shy",M,M9,M9e,M9e-15
4660,example,Failure teaches success,M,M9,M9e,M9e-19
4661,example,Misfortunes makes us wise,M,M9,M9e,M9e-19
4662,example,Durch Schaden wird man klug,M,M9,M9e,M9e-19
4663,example,Errando discitur (Latin),M,M9,M9e,M9e-19
4664,example,By others' faults wise men correct their own,M,M9,M9e,M9e-22
4665,example,Anderer Fehler sind gute Lehren,M,M9,M9e,M9e-22
4666,example,Ex vitio alterius sapiens emendat suum (Latin),M,M9,M9e,M9e-22
4667,example,One grain suffices to test a whole pot of boiled rice trl. Tamili,M,M9,M9e,M9e-23
4668,example,India,M,M9,M9e,M9e-23
4669,example,One grain suffices to test a whole pot of boiled rice,M,M9,M9e,M9e-23
4670,example,It is never too late to learn,M,M9,M9e,M9e-24
4671,example,None but a fool is always right,M,M9,M9e,M9e-24
4672,example,Man lernt nie aus,M,M9,M9e,M9e-24
4673,example,Der Kluge lernt nie aus,M,M9,M9e,M9e-24
4674,example,"El sabio muda consejo, el necio no / Ne discere cessa (Latin)",M,M9,M9e,M9e-24
4675,example,The early bird catches the worm,T,T1,T1a,T1a-11
4676,example,L'oiseau du matin attrape le plus gros vers,T,T1,T1a,T1a-11
4677,example,L'uccello mattinero si becca il verme,T,T1,T1a,T1a-11
4678,example,"Early to bed and early to rise makes a man healthy, wealthy and wise",T,T1,T1a,T1a-14
4679,example,"Früh auf, gut Lauf",T,T1,T1a,T1a-14
4680,example,"L'heure du matin, l'heure du gain",T,T1,T1a,T1a-14
4681,example,"First come, first served",T,T1,T1a,T1a-18
4682,example,"Last come, worst served",T,T1,T1a,T1a-18
4683,example,The bones for those who come late,T,T1,T1a,T1a-18
4684,example,Der Letzte kriegt die Knochen,T,T1,T1a,T1a-18
4685,example,"Prior tempore, potior iure (Latin)",T,T1,T1a,T1a-18
4686,example,"Eat, afterwards bones only remain trl. Thonga",T,T1,T1a,T1a-19
4687,example,Afr.,T,T1,T1a,T1a-19
4688,example,"Eat, afterwards bones only remain",T,T1,T1a,T1a-19
4689,example,Time is money,T,T1,T1a,T1a-22
4690,example,Zeit ist Geld,T,T1,T1a,T1a-22
4691,example,Le temps vaut argent,T,T1,T1a,T1a-22
4692,example,Il tempo è denaro,T,T1,T1a,T1a-22
4693,example,Everything has its time,T,T1,T1b,T1b-10
4694,example,A place for everything and everything in its place,T,T1,T1b,T1b-10
4695,example,There is time and place for everything,T,T1,T1b,T1b-10
4696,example,Ogni cosa a suo tempo,T,T1,T1b,T1b-10
4697,example,"There is a time to be born, and a time to die",T,T1,T1b,T1b-10d
4698,example,Geboren werden hat seine Zeit und Sterben auch,T,T1,T1b,T1b-10d
4699,example,"Il y a un temps pour naître, et un temps pour mourir",T,T1,T1b,T1b-10d
4700,example,"Hay tiempos de nacer, y tiempos de morir",T,T1,T1b,T1b-10d
4701,example,Make hay while the sun shines,T,T1,T1b,T1b-11
4702,example,"Mache Heu, derweil die Sonne scheint",T,T1,T1b,T1b-11
4703,example,"Zeit, Ebbe und Flut warten auf niemand",T,T1,T1b,T1b-11
4704,example,"Dum licet, et spirant flamina, navis eat",T,T1,T1b,T1b-11
4705,example,Strike while the iron is hot,T,T1,T1b,T1b-15
4706,example,"Das Eisen Schmieden, solange es heiss ist",T,T1,T1b,T1b-15
4707,example,Ferrum dum in igne candet cudendum est (Latin),T,T1,T1b,T1b-15
4708,example,Battere il ferro mentre è caldo,T,T1,T1b,T1b-15
4709,example,When the pear is ripe it falls,T,T1,T1b,T1b-17
4710,example,"Man soll den Baum nicht eher schütteln, als bis seine Früchte reif sind",T,T1,T1b,T1b-17
4711,example,"Cum sunt matura, breviter pira sunt ruitura (Latin)",T,T1,T1b,T1b-17
4712,example,"As the twig is bent, so it grows",T,T1,T1b,T1b-20
4713,example,Alte Bäume sind bös' biegen,T,T1,T1b,T1b-20
4714,example,Measure thrice and cut once,T,T1,T1b,T1b-24
4715,example,"Erst wägen, dann wagen",T,T1,T1b,T1b-24
4716,example,N'entreprends rien sans avoit mesuré toutes choses,T,T1,T1b,T1b-24
4717,example,When fortune smiles embrace her,T,T1,T1c,T1c-10
4718,example,There is no catching the fox twice,T,T1,T1c,T1c-10
4719,example,Man muss die Gelegenheit beim Schopfe fassen,T,T1,T1c,T1c-10
4720,example,Il faut saisir l'occasion aux cheveux,T,T1,T1c,T1c-10
4721,example,"Carpe diem, quam minime credula postero(Latin) / There is no time like the present",T,T1,T1c,T1c-10
4722,example,"When the mutton is going, it is good to take a slice",T,T1,T1c,T1c-13
4723,example,"Wenn das Ferkel geboten wird, soll der Sack bereit sein",T,T1,T1c,T1c-13
4724,example,"Saccus adaptetur, porcellus cum tibi detur (Latin)",T,T1,T1c,T1c-13
4725,example,"Cuando pasan rábanos, comprarlos",T,T1,T1c,T1c-13
4726,example,Birds fly not into our mouths ready roasted,T,T1,T1c,T1c-17
4727,example,When the fox sleeps no grapes fall in his mouth,T,T1,T1c,T1c-17
4728,example,Non c'è bene senza bene,T,T1,T1c,T1c-17
4729,example,Christmas comes but once a year,T,T1,T1c,T1c-20
4730,example,"After feasting, fasting",T,T1,T1c,T1c-20
4731,example,Every day is not Sunday,T,T1,T1c,T1c-20
4732,example,Es ist nicht alle Tage Sonntag,T,T1,T1c,T1c-20
4733,example,Non semper sunt Saturnalia (Latin),T,T1,T1c,T1c-20
4734,example,Prevention is better than cure,T,T1,T1d,T1d-11b
4735,example,Vorbeugen ist besser als heilen,T,T1,T1d,T1d-11b
4736,example,Praestat cautela quam medela (Latin),T,T1,T1d,T1d-11b
4737,example,Más vale prevenir que curar,T,T1,T1d,T1d-11b
4738,example,A little fire is quickly trodden out,T,T1,T1d,T1d-12
4739,example,Al male bisogna rimediare da principio,T,T1,T1d,T1d-12
4740,example,"Lösche das Feuer beizeiten, das Unheil wende ab",T,T1,T1d,T1d-12
4741,example,A stitch in time saves nine,T,T1,T1d,T1d-15
4742,example,Erkanntes Übel ist gut,T,T1,T1d,T1d-15
4743,example,ein Stich zur Zeit erhält das Kleid,T,T1,T1d,T1d-15
4744,example,He doubles a gift that gives in time,T,T1,T1d,T1d-20
4745,example,Who gives quickly gives twice,T,T1,T1d,T1d-20
4746,example,"Doppelt gibt, der schnell gibt",T,T1,T1d,T1d-20
4747,example,Bis dat qui cito dat (Latin),T,T1,T1d,T1d-20
4748,example,Never put off till tomorrow what you can do today,T,T1,T1e,T1e-11
4749,example,Das Heute soll dem Morgen nichts borgen,T,T1,T1e,T1e-11
4750,example,Periculum in mora (Latin),T,T1,T1e,T1e-11
4751,example,Delay always brings danger,T,T1,T1e,T1e-17
4752,example,Gefahr im Verzug,T,T1,T1e,T1e-17
4753,example,Il y a péril en la demeure,T,T1,T1e,T1e-17
4754,example,Periculum in mora (Latin),T,T1,T1e,T1e-17
4755,example,Pick and choose and take the worst,T,T1,T1e,T1e-21
4756,example,"Qui choisit, a pis",T,T1,T1e,T1e-21
4757,example,Better spare at the brim than at the bottom,T,T1,T1e,T1e-22
4758,example,It is too late to spare when the bottom is bare,T,T1,T1e,T1e-22
4759,example,"Es is zu spät den Wein zu sparen, wenn die Tonne leer ist",T,T1,T1e,T1e-22
4760,example,Meglio è sparagnar all'orlo ch'al fondo,T,T1,T1e,T1e-22
4761,example,It is too late to cast anchor when the ship is on the rocks,T,T1,T1e,T1e-23
4762,example,Virgebaut ist gut gebaut,T,T1,T1e,T1e-23
4763,example,Cebar los perros para ir de caza,T,T1,T1e,T1e-23
4764,example,Slow help is no help,T,T1,T1e,T1e-27b
4765,example,"When a friend asks, there is no tomorrow",T,T1,T1e,T1e-27b
4766,example,"Donner tard, c'est refuser",T,T1,T1e,T1e-27b
4767,example,Post bellum auxilium (Latin),T,T1,T1e,T1e-27b
4768,example,He that has no head need no hat,T,T1,T1e,T1e-27c
4769,example,Wer keinen Kopf hat braucht keinen Hut,T,T1,T1e,T1e-27c
4770,example,"Quand la tête est coupée, on ne pleure pas les cheveux",T,T1,T1e,T1e-27c
4771,example,"A chi ha testa, non mancha capello",T,T1,T1e,T1e-27c
4772,example,After death the doctor,T,T1,T1e,T1e-29
4773,example,"When I am dead, make me a caudle",T,T1,T1e,T1e-29
4774,example,"Mit Spritzen kommen, wenn das Haus abgebrannt ist",T,T1,T1e,T1e-29
4775,example,Post mortem medicina (Latin),T,T1,T1e,T1e-29
4776,example,Dopo la morte non val medicina,T,T1,T1e,T1e-29
4777,example,Don't lock the stable-door after the horse has been stolen,T,T1,T1e,T1e-30
4778,example,When the wine is run out you'd stop the leak,T,T1,T1e,T1e-30
4779,example,accepto damno januam claudere (Latin),T,T1,T1e,T1e-30
4780,example,"He gives by halves, who hesitates to give",T,T1,T1e,T1e-32
4781,example,"A gift much expected is paid, not given",T,T1,T1e,T1e-32
4782,example,Langsame Gabe verliert den Dank,T,T1,T1e,T1e-32
4783,example,Non sa donare chi tarda a dare,T,T1,T1e,T1e-32
4784,example,After death a doctor,T,T1,T1e,T1e-37
4785,example,Mortuis mederi (Latin),T,T1,T1e,T1e-37
4786,example,After-wit is everybody's wit,T,T1,T1e,T1e-38
4787,example,Die besten Gedanken kommen immer hinterher,T,T1,T1e,T1e-38
4788,example,Begangene Tat leidet keinen Rat,T,T1,T1e,T1e-38
4789,example,Cogitationes posteriores sunt saniores (Latin),T,T1,T1e,T1e-38
4790,example,"While the grass grows, the horse starves",T,T1,T1e,T1e-40
4791,example,"Das Pferd stirbt oft, ehe das Gras wächst",T,T1,T1e,T1e-40
4792,example,Expecta bos olim herba (Latin),T,T1,T1e,T1e-40
4793,example,Mientras la hierba crece el caballo muere,T,T1,T1e,T1e-40
4794,example,While the grass is growing the steed starves,T,T1,T1e,T1e-43
4795,example,Punctuality is the politeness of kings,T,T1,T1e,T1e-46
4796,example,Pünktlichkeit ist die Tugend der Könige,T,T1,T1e,T1e-46
4797,example,L'exactitude est la politesse des rois,T,T1,T1e,T1e-46
4798,example,La puntualidad es la cortesía de los reyes,T,T1,T1e,T1e-46
4799,example,Early up and never the nearer,T,T1,T1f,T1f-13
4800,example,"Früh gesattelt, spät geritten",T,T1,T1f,T1f-13
4801,example,"Wer immer zu früh su kommen meint, kommt oft zu spät",T,T1,T1f,T1f-13
4802,example,"Nimium properat, serius absolvit (Latin)",T,T1,T1f,T1f-13
4803,example,Never cackle till your egg is laid,T,T1,T1f,T1f-14
4804,example,One swallow makes no summer,T,T1,T1f,T1f-17
4805,example,One crow does not make a winter,T,T1,T1f,T1f-17
4806,example,Ein Mädchen macht keinen Tanz,T,T1,T1f,T1f-17
4807,example,Una hirundo non efficit ver (Latin),T,T1,T1f,T1f-17
4808,example,Un filo non fa tela,T,T1,T1f,T1f-17
4809,example,Between cup and the lip a morsel may slip,T,T1,T1f,T1f-18
4810,example,Es begibt sich viel zwischen Löffel und Munde,T,T1,T1f,T1f-18
4811,example,Dalla mano alla bocca spesso si perde la zuppa,T,T1,T1f,T1f-18
4812,example,Look before you leap,T,T1,T1f,T1f-22
4813,example,Never praise a ford till you are over,T,T1,T1f,T1f-22
4814,example,Schrei nicht 'Juche!' bis du über den Zaun bist,T,T1,T1f,T1f-22
4815,example,Al fin se canta gloria,T,T1,T1f,T1f-22
4816,example,Guarda innanzi che tu salti,T,T1,T1f,T1f-22
4817,example,You cannot contract for the fish that is in the sea,T,T1,T1f,T1f-27
4818,example,Ungefangene Fische sind nicht gut zu Tische,T,T1,T1f,T1f-27
4819,example,Comerse los huevos sin tener la gallina,T,T1,T1f,T1f-27
4820,example,Dont boil your fish till they are hooked,T,T1,T1f,T1f-27b
4821,example,Ungefangene Fische sind nicht gut zu Tische,T,T1,T1f,T1f-27b
4822,example,"Ante quam pisces ceperis, muriam misces (Latin)",T,T1,T1f,T1f-27b
4823,example,Don't count your chickens before they are hatched,T,T1,T1f,T1f-29
4824,example,Speak no ill of the year before it's gone,T,T1,T1f,T1f-32
4825,example,"Nadie no diga mal del día, hasta que sea pasado y la noche",T,T1,T1f,T1f-32
4826,example,Call no man happy before he dies,T,T1,T1f,T1f-33
4827,example,Man soll keinen vor seinem Tode glücklich preisen,T,T1,T1f,T1f-33
4828,example,Ante mortem ne laudes hominem quemquam,T,T1,T1f,T1f-33
4829,example,Praise day at night and life at the end,T,T1,T1f,T1f-35
4830,example,Attendez à la nuit pour dire que le jour a été beau,T,T1,T1f,T1f-35
4831,example,Diem vesper commendat (Latin),T,T1,T1f,T1f-35
4832,example,A thousand years hence the river will run as it did,T,T1,T1g,T1g-10
4833,example,Ad fontes redeunt longo post tempore lymphae (Latin),T,T1,T1g,T1g-10
4834,example,Tomorrow is a new (another) day,T,T1,T1g,T1g-14
4835,example,Morgen ist auch ein Tag,T,T1,T1g,T1g-14
4836,example,Demain il fera jour,T,T1,T1g,T1g-14
4837,example,Mañana será otro día,T,T1,T1g,T1g-14
4838,example,An inch an hour is a foot in a day's work,T,T1,T1g,T1g-18
4839,example,Put off is not put away,T,T1,T1g,T1g-22
4840,example,Ce qui est retardé n'est pas perdu,T,T1,T1g,T1g-22
4841,example,Cosa differita non è perduta,T,T1,T1g,T1g-22
4842,example,Time and tide wait for no man,T,T1,T1h,T1h-13
4843,example,"Zeit, Ebbe und Flut warten auf niemand",T,T1,T1h,T1h-13
4844,example,Tempora labuntur more fluentis aquae (Latin),T,T1,T1h,T1h-13
4845,example,El tiempo y la marea no esperan al rey,T,T1,T1h,T1h-13
4846,example,We lose nothing by waiting,T,T1,T1h,T1h-15
4847,example,Patience brings all things about,T,T1,T1h,T1h-15
4848,example,Mit der Zeit kommt man auch weit,T,T1,T1h,T1h-15
4849,example,Il mondo è di chi ha pazienza,T,T1,T1h,T1h-15
4850,example,No se pierde nada por esperar,T,T1,T1h,T1h-15
4851,example,Consult with your pillow,T,T1,T1h,T1h-18
4852,example,Night brings counsel,T,T1,T1h,T1h-18
4853,example,Take counsel of your pillow,T,T1,T1h,T1h-18
4854,example,Die Nacht bringt Rat,T,T1,T1h,T1h-18
4855,example,De nocte consilium (Latin),T,T1,T1h,T1h-18
4856,example,Time discloses all,T,T1,T1h,T1h-21
4857,example,Live and learn,T,T1,T1h,T1h-21
4858,example,Zeit bringt Rat,T,T1,T1h,T1h-21
4859,example,Tempus omnia revelant (Latin),T,T1,T1h,T1h-21
4860,example,Le temps découvre la vérité / El tiempo lo descubre todo,T,T1,T1h,T1h-21
4861,example,Time will bring an answer,T,T1,T1h,T1h-22
4862,example,Time is the greatest innovator,T,T1,T1h,T1h-22
4863,example,"Kommt Zeit, kommt Rat",T,T1,T1h,T1h-22
4864,example,Maximus novator tempus (Latin),T,T1,T1h,T1h-22
4865,example,El tiempo todo lo puede,T,T1,T1h,T1h-22
4866,example,With time and art the mulberry leafs grow to be satin,T,T1,T1h,T1h-23
4867,example,Zeit und Stroh macht die Aprikosen reif,T,T1,T1h,T1h-23
4868,example,Annus in apricis maturat collibus uvas (Latin),T,T1,T1h,T1h-23
4869,example,Avec le temps et la paille les nèfles mûrissent,T,T1,T1h,T1h-23
4870,example,Time is a great healer,T,T1,T1h,T1h-24
4871,example,Ripe fruit falls of itself trl. Chinese,T,T1,T1h,T1h-26
4872,example,Ripe fruit falls of itself,T,T1,T1h,T1h-26
4873,example,Time cures all things,T,T1,T1h,T1h-27
4874,example,Time heals all wounds,T,T1,T1h,T1h-27
4875,example,Zeit heilt alle Wunden,T,T1,T1h,T1h-27
4876,example,Temporis ars medicina fere est (Latin),T,T1,T1h,T1h-27
4877,example,El tiempo todo lo cura,T,T1,T1h,T1h-27
4878,example,Keep a thing seven years and you will find use for it,T,T1,T1h,T1h-29
4879,example,Slow and steady wins the race,T,T1,T1i,T1i-10
4880,example,"Was lange währt, wird endlich gut",T,T1,T1i,T1i-10
4881,example,Tarde sed tute (Latin),T,T1,T1i,T1i-10
4882,example,A camino largo paso corto,T,T1,T1i,T1i-10
4883,example,Hasten slowly,T,T1,T1i,T1i-10d
4884,example,Eile mit Weile,T,T1,T1i,T1i-10d
4885,example,Hâte-toi lentement,T,T1,T1i,T1i-10d
4886,example,Affrettati adagio,T,T1,T1i,T1i-10d
4887,example,Dress slowly when you are in a hurry,T,T1,T1i,T1i-10e
4888,example,Haste makes waste,T,T1,T1i,T1i-10e
4889,example,"More haste, less speed",T,T1,T1i,T1i-10e
4890,example,Blinder Eifer schadet nur,T,T1,T1i,T1i-10e
4891,example,"Qui nimium properat, serius absoluit (Latin) / Maggiore fretta, minore atto",T,T1,T1i,T1i-10e
4892,example,A slow fire makes sweet meat,T,T1,T1j,T1j-11
4893,example,Slow but sure,T,T1,T1j,T1j-12
4894,example,Fair and softly goes far,T,T1,T1j,T1j-12
4895,example,Fuss vor Fuss geht man fern,T,T1,T1j,T1j-12
4896,example,"Langsam, aber sicher",T,T1,T1j,T1j-12
4897,example,Tarde sed tute (Latin),T,T1,T1j,T1j-12
4898,example,"Easy come, easy go",T,T1,T1j,T1j-20
4899,example,"Wie gewonnen, so zerronnen",T,T1,T1j,T1j-20
4900,example,"Was mit der Flut kommt, geht mit der Ebbe wieder weg",T,T1,T1j,T1j-20
4901,example,"Quel che vien di ruffa in raffa, se ne va di buffa in baffa",T,T1,T1j,T1j-20
4902,example,"Early ripe, early rotten",T,T1,T1j,T1j-21
4903,example,"Hot love, soon cold",T,T1,T1j,T1j-21
4904,example,Bad reif hält nicht steif,T,T1,T1j,T1j-21
4905,example,"Quod cito fit, cito perit (Latin)",T,T1,T1j,T1j-21
4906,example,Rome was not build in a day,T,T1,T1j,T1j-24
4907,example,Rom ist nicht an einen Tag erbaut worden,T,T1,T1j,T1j-24
4908,example,Roma non fuit una die condita (Latin),T,T1,T1j,T1j-24
4909,example,Paris n'a pas été bâti en un jour,T,T1,T1j,T1j-24
4910,example,En una hora no se ganó Zamora / Nie od razu Kraków zbudowano,T,T1,T1j,T1j-24
4911,example,Haste makes waste,T,T1,T1k,T1k-17
4912,example,Nothing in haste but catching fleas,T,T1,T1k,T1k-20
4913,example,Nichts mit Hast als Flöhe fangen,T,T1,T1k,T1k-20
4914,example,"Marry in haste, repent at leasure",T,T1,T1k,T1k-23b
4915,example,"Quick choice, long repentance",T,T1,T1k,T1k-23b
4916,example,Heirat in Eile bereut man in Weile,T,T1,T1k,T1k-23b
4917,example,"Chi si marita in fretta, stenta adagio",T,T1,T1k,T1k-23b
4918,example,Hasty judgement leads to repentance,T,T1,T1k,T1k-23c
4919,example,Schnell urteil hat Reue feil,T,T1,T1k,T1k-23c
4920,example,"Chi tosto giudica, tosto si pente",T,T1,T1k,T1k-23c
4921,example,The hasty bitch brings forth blind whelps,T,T1,T1k,T1k-24
4922,example,Laufende Hündin gebiert blinde Jungen,T,T1,T1k,T1k-24
4923,example,Canis festinans caecos parit catulos (Latin),T,T1,T1k,T1k-24
4924,example,La gata presurosa para los gatos ciegos,T,T1,T1k,T1k-24
4925,example,No two days are alike,T,T2,T2a,T2a-10
4926,example,Times change and we change with them,T,T2,T2a,T2a-11
4927,example,"Other times, other cares",T,T2,T2a,T2a-11
4928,example,Tempora mutantur et nos mutamur in illis (Latin),T,T2,T2a,T2a-11
4929,example,"Altri tempi, altre cure",T,T2,T2a,T2a-11
4930,example,"Other days, other ways",T,T2,T2a,T2a-12
4931,example,"Andere Zeiten, andere Sitten",T,T2,T2a,T2a-12
4932,example,Mores secundum tempus (Latin),T,T2,T2a,T2a-12
4933,example,"Altri tempi, altri costumi",T,T2,T2a,T2a-12
4934,example,There is nothing permanent except change,T,T2,T2a,T2a-13
4935,example,Nichts ist dauernd als der Wechsel,T,T2,T2a,T2a-13
4936,example,Omnia mutantur (Latin),T,T2,T2a,T2a-13
4937,example,The days follow each other but are not alike,T,T2,T2a,T2a-13b
4938,example,Es ist nicht ein Tag wie der andere,T,T2,T2a,T2a-13b
4939,example,Time flies,T,T2,T2a,T2a-15
4940,example,Die Zeit hat Flügel,T,T2,T2a,T2a-15
4941,example,Fugit inrevocabile tempus (Latin),T,T2,T2a,T2a-15
4942,example,Il tempo fugge,T,T2,T2a,T2a-15
4943,example,The world is a ladder for some to go up and some down,T,T2,T2a,T2a-19
4944,example,"So geht es in der Welt, der eine steigt, der and're fällt",T,T2,T2a,T2a-19
4945,example,"Omnium rerum, heus, vicissitudo est (Latin)",T,T2,T2a,T2a-19
4946,example,"New lords, new laws",T,T2,T2a,T2a-20
4947,example,"Neuer Herr, neues Recht",T,T2,T2a,T2a-20
4948,example,"Novus rex, nova lex (Latin)",T,T2,T2a,T2a-20
4949,example,"Nuovo principe, nuove usanze",T,T2,T2a,T2a-20
4950,example,Every tide has its ebb,T,T2,T2a,T2a-22
4951,example,After annoy there comes joy,T,T2,T2a,T2a-23c
4952,example,After a storm comes calm,T,T2,T2a,T2a-23c
4953,example,Auf Regen folgt Sonnenschein,T,T2,T2a,T2a-23c
4954,example,nube solet pulsa candidus ire dies (Latin),T,T2,T2a,T2a-23c
4955,example,Time undermines us,T,T2,T2a,T2a-25
4956,example,Time is a file that wears and makes no noise,T,T2,T2a,T2a-25
4957,example,"Tout passe, tout casse, tout lasse",T,T2,T2a,T2a-25
4958,example,Life is but an empty dream,T,T2,T2a,T2a-26b
4959,example,Das Leben ist ein Traum,T,T2,T2a,T2a-26b
4960,example,Pulvis et umbra sumus (Latin),T,T2,T2a,T2a-26b
4961,example,La vida es sueño,T,T2,T2a,T2a-26b
4962,example,"The last will be first, and the first last",T,T2,T2a,T2a-35
4963,example,Die Ersten werden die Letzten sein,T,T2,T2a,T2a-35
4964,example,Los primeros serán postreros,T,T2,T2a,T2a-35
4965,example,New brooms sweep clean,T,T2,T2b,T2b-10
4966,example,Neue Besen kehren gut,T,T2,T2b,T2b-10
4967,example,Scopae recentiores semper meliores (Latin),T,T2,T2b,T2b-10
4968,example,New things are fair,T,T2,T2b,T2b-13
4969,example,"Was neu ist, gefällt",T,T2,T2b,T2b-13
4970,example,Grata est novitas (Latin),T,T2,T2b,T2b-13
4971,example,"Tout nouveau, tout beau",T,T2,T2b,T2b-13
4972,example,"Di novello, tutto è bello",T,T2,T2b,T2b-13
4973,example,He complains wrongfully of the sea that suffers shipwreck twice,T,T2,T2b,T2b-17b
4974,example,"Improbe Neptunum accusat, qui iterum naugfragium facit (Latin)",T,T2,T2b,T2b-17b
4975,example,Sin razón se queja del mar quien otra vez navega,T,T2,T2b,T2b-17b
4976,example,"What is valuable is not new, and what is new is not valuable",T,T2,T2b,T2b-18
4977,example,Don't throw away dirty water until you have not clean,T,T2,T2b,T2b-22
4978,example,No hay que tirar el agua sucia antes de tener la limpia,T,T2,T2b,T2b-22
4979,example,Old friends and old wine are best,T,T2,T2b,T2b-29
4980,example,"Forsake not an old friend, for the new is not comparable to him",T,T2,T2b,T2b-29
4981,example,"Neue Freunde gewinnen, die alten nicht verlieren",T,T2,T2b,T2b-29
4982,example,There's nothing new under the sun,T,T2,T2c,T2c-10
4983,example,There is nothing new except what has been forgotten,T,T2,T2c,T2c-10
4984,example,Neues hat die Sonne nie gesehen,T,T2,T2c,T2c-10
4985,example,Nihil novi sub caelo (Latin),T,T2,T2c,T2c-10
4986,example,Niente di nuovo sotto il sole,T,T2,T2c,T2c-10
4987,example,History repeats itself,T,T2,T2c,T2c-11
4988,example,Gesichte widerholt sich,T,T2,T2c,T2c-11
4989,example,L'histoire se répète,T,T2,T2c,T2c-11
4990,example,La storia si ripete,T,T2,T2c,T2c-11
4991,example,Nature does not make leaps,T,T2,T2c,T2c-12
4992,example,die Natur liebt keinen Sprung,T,T2,T2c,T2c-12
4993,example,Natura non facit saltus (Latin),T,T2,T2c,T2c-12
4994,example,La naturaleza no procede por saltos,T,T2,T2c,T2c-12
4995,example,Old wine in new skins,T,T2,T2c,T2c-14
4996,example,Alter Wein in neuen Schläuchen,T,T2,T2c,T2c-14
4997,example,"A veccia mula, freno dorato",T,T2,T2c,T2c-14
4998,example,Take heed of enemies reconciled and of meat twice boiled,T,T2,T2c,T2c-18
4999,example,Afgewärmter Kohl war niemals gut,T,T2,T2c,T2c-18
5000,example,"Today a man, tomorrow a mouse",T,T3,T3a,T3a-12
5001,example,Anything is possible,T,T3,T3a,T3a-12
5002,example,"Nihil, ante quam evenerit, non evenire posse arbitrari (Latin)",T,T3,T3a,T3a-12
5003,example,Don't call a morsel fat before you've skinned the animal,T,T3,T3a,T3a-14
5004,example,"If fortune favours, beware of being exalted; if fortune thunders, beware of being overwhelmed",T,T3,T3a,T3a-19
5005,example,"Im Glück nicht jubeln, im Sturm nicht zagen",T,T3,T3a,T3a-19
5006,example,"Si fortuna iuvat, caveto tolli, si fortuna tonat,caveto mergi",T,T3,T3a,T3a-19
5007,example,No day passes by without some grief,T,T3,T3b,T3b-16
5008,example,No day passes without some grief,T,T3,T3b,T3b-17
5009,example,"Anderer Tag, anderer Plag",T,T3,T3b,T3b-17
5010,example,Nulla dies maerore caret (Latin),T,T3,T3b,T3b-17
5011,example,Honour and ease are seldom bedfellows,T,T3,T3b,T3b-24
